date,product_id,price,promotion,holiday,weather_index,units_sold,day_of_week,month
2021-08-23,3,16.45139774002279,1,0,-0.0532706206837769,42,0,8
2021-08-24,3,19.785939180789462,0,0,0.3778468769930417,39,1,8
2021-08-25,3,5.50672364715478,0,0,0.3920022923776889,45,2,8
2021-08-26,3,16.798691167367362,0,0,0.8830389128308352,34,3,8
2021-08-27,3,18.78483910310973,0,0,0.0582427827404603,43,4,8
2021-08-28,3,16.937494459134193,0,0,-0.3499938755345876,42,5,8
2021-08-29,3,10.682857614648464,0,0,-0.4959691350387567,33,6,8
2021-08-30,3,6.390468916613302,0,0,-0.2910869806325823,39,0,8
2021-08-31,3,14.485286989752378,1,0,-0.2775492185033817,46,1,8
2021-09-01,3,14.006236899422792,1,0,-1.9883219082715813,37,2,9
2021-09-02,3,13.5861092098555,1,0,0.0660153629127585,40,3,9
2021-09-03,3,11.62484205109179,0,0,0.361956769876837,41,4,9
2021-09-04,3,16.463209291005892,1,0,0.8556937639965888,41,5,9
2021-09-05,3,16.360193048179255,1,0,0.3557477139202109,45,6,9
2021-09-06,3,7.797570389720556,0,0,-0.715258463616697,49,0,9
2021-09-07,3,17.55058215889299,0,0,-0.5454349523916688,42,1,9
2021-09-08,3,12.50586054586579,1,1,-0.1969715222955135,52,2,9
2021-09-09,3,16.056021351192626,0,0,0.4410468939901029,48,3,9
2021-09-10,3,8.221262938433298,0,0,-1.5614478673196206,42,4,9
2021-09-11,3,7.294605086564895,0,1,0.1168565866168712,45,5,9
2021-09-12,3,15.628993061316985,0,1,-0.958761923624738,51,6,9
2021-09-13,3,19.22074038138883,0,0,-0.0592003754433708,33,0,9
2021-09-14,3,19.454208119027875,0,0,0.9277896845597282,41,1,9
2021-09-15,3,8.521745676950328,1,0,-1.281946464948605,48,2,9
2021-09-16,3,18.840437346532063,0,0,0.1034247590445303,45,3,9
2021-09-17,3,11.218874071202167,0,0,-0.3788009178041154,51,4,9
2021-09-18,3,6.858013440649065,0,0,0.880684122675752,54,5,9
2021-09-19,3,13.153448458430995,0,0,-1.604013589304326,48,6,9
2021-09-20,3,7.556359981885279,0,0,-0.762197092920402,49,0,9
2021-09-21,3,13.20287815009658,0,0,0.8919868223988725,43,1,9
2021-09-22,3,8.372231044645035,0,0,0.9272378873084336,49,2,9
2021-09-23,3,15.177060930760168,0,1,-0.305191016579048,48,3,9
2021-09-24,3,11.431927480339318,1,0,-0.3425937908945334,52,4,9
2021-09-25,3,8.760215200278182,1,0,-0.4049145120499262,38,5,9
2021-09-26,3,9.493633526370637,1,0,1.385784884713981,48,6,9
2021-09-27,3,16.37347518265692,0,0,-0.7206980694509192,44,0,9
2021-09-28,3,8.005401815028403,0,0,-1.9208202622271544,43,1,9
2021-09-29,3,7.264307201731588,0,0,1.0636538250422607,47,2,9
2021-09-30,3,7.779959971817199,0,0,-1.0206538593770147,41,3,9
2021-10-01,3,8.435756125241094,0,0,-0.8062001412603016,37,4,10
2021-10-02,3,14.306233175670464,0,0,-0.6977635200040009,40,5,10
2021-10-03,3,16.1200345873309,0,0,1.150709162203897,43,6,10
2021-10-04,3,17.15186096480798,0,0,-1.1645049358798063,46,0,10
2021-10-05,3,10.460118328619387,0,0,0.6757983152285252,44,1,10
2021-10-06,3,12.42070973238241,0,0,-1.4202223158129503,50,2,10
2021-10-07,3,6.008947804479776,0,0,1.0014252746579957,52,3,10
2021-10-08,3,17.977379067111485,1,0,0.0619868564940185,51,4,10
2021-10-09,3,11.905551820523062,0,0,-0.5941679968891881,37,5,10
2021-10-10,3,18.13203861127276,0,0,-0.7652179935742764,35,6,10
2021-10-11,3,5.025265083112459,0,0,0.0348470480558032,45,0,10
2021-10-12,3,10.612558134902455,0,0,-1.4616583381762769,44,1,10
2021-10-13,3,17.378044281794928,0,0,-1.423542913987097,42,2,10
2021-10-14,3,10.910701203258435,0,0,-1.3404898754496823,38,3,10
2021-10-15,3,15.13439583344923,0,0,0.240751015779499,41,4,10
2021-10-16,3,7.937022503662288,0,0,-1.770941764926175,49,5,10
2021-10-17,3,10.291493670731214,0,0,-1.2528065247134412,38,6,10
2021-10-18,3,8.682402195792292,1,0,-0.0760943162811622,57,0,10
2021-10-19,3,9.907363741838813,1,0,-0.5436133293252541,54,1,10
2021-10-20,3,19.484660992868235,0,0,1.434213014527311,34,2,10
2021-10-21,3,8.966281041965114,0,0,-0.1741732610648735,51,3,10
2021-10-22,3,6.3071706547266695,1,0,0.6361214363273141,51,4,10
2021-10-23,3,8.314949495473927,1,0,-0.8295513235624341,52,5,10
2021-10-24,3,11.815956523208923,0,0,0.08822529191599,53,6,10
2021-10-25,3,16.996525591083405,0,0,1.803637779289108,49,0,10
2021-10-26,3,14.383649962407295,0,0,0.2601054465759881,48,1,10
2021-10-27,3,9.991422484034745,0,0,-0.04979382365412,40,2,10
2021-10-28,3,7.159741824813224,1,0,0.4441916355386102,51,3,10
2021-10-29,3,11.647413225213237,0,0,-1.5420087949465848,43,4,10
2021-10-30,3,16.22286685808787,0,0,-0.3884253569757092,46,5,10
2021-10-31,3,15.70638415512058,1,0,0.4468992107263918,44,6,10
2021-11-01,3,16.407184906165263,0,0,0.509308813367378,43,0,11
2021-11-02,3,16.11277308026546,1,0,0.2648432757374095,38,1,11
2021-11-03,3,11.150919150045626,1,0,-0.4406260256470005,47,2,11
2021-11-04,3,13.889448916719637,0,0,-1.292957034617807,33,3,11
2021-11-05,3,8.20994345693534,0,0,-1.2472399891258603,48,4,11
2021-11-06,3,13.396092141816764,0,0,2.231341058585808,50,5,11
2021-11-07,3,9.906335255989283,1,0,-0.3085659863623974,45,6,11
2021-11-08,3,13.487609612076293,1,0,-2.2373838058503788,53,0,11
2021-11-09,3,10.825601803124528,0,0,0.5384092298090561,45,1,11
2021-11-10,3,8.055849576446562,0,0,-0.1588191378009344,42,2,11
2021-11-11,3,7.847113070143791,0,0,-0.8230556470709098,49,3,11
2021-11-12,3,11.438641925222615,0,0,-0.7321628063370855,47,4,11
2021-11-13,3,10.373089346869625,0,0,-0.8081645815138703,48,5,11
2021-11-14,3,16.39104080461905,1,0,-1.0466809715948175,49,6,11
2021-11-15,3,5.009844687669197,0,0,-0.0272918113808611,48,0,11
2021-11-16,3,17.301219533142373,0,0,-1.4272583675336437,37,1,11
2021-11-17,3,14.817182431111554,0,0,-0.2685712117071631,41,2,11
2021-11-18,3,12.875263364338949,0,0,1.213953885086002,41,3,11
2021-11-19,3,17.734992973104525,0,0,-1.4026065303957167,40,4,11
2021-11-20,3,16.025526943663262,0,1,-0.0402074872975267,43,5,11
2021-11-21,3,12.120511663596504,0,0,2.380382127892827,46,6,11
2021-11-22,3,14.022044073804969,0,0,0.6609006422151797,46,0,11
2021-11-23,3,9.69987320080487,0,0,-1.5926476105076992,48,1,11
2021-11-24,3,6.80249872034708,0,0,-0.4178151684691853,41,2,11
2021-11-25,3,18.34231925499469,0,0,-1.121043594888405,35,3,11
2021-11-26,3,11.045297663405162,0,0,0.3904570890214514,46,4,11
2021-11-27,3,18.170019702652933,0,0,-0.7022192684002041,36,5,11
2021-11-28,3,7.6979623152813454,0,0,0.302389011490661,39,6,11
2021-11-29,3,17.107197836580234,0,0,-0.477045417461036,41,0,11
2021-11-30,3,11.57381038605799,0,1,0.2380206240090215,49,1,11
2021-12-01,3,17.88976184817014,0,0,-0.1561034775234648,38,2,12
2021-12-02,3,14.335546660780812,0,0,1.0741208182934685,35,3,12
2021-12-03,3,6.897286361263646,0,0,-1.4134433090306362,44,4,12
2021-12-04,3,18.81534983268004,0,0,0.1013629169384821,47,5,12
2021-12-05,3,19.195200813866855,0,0,-0.3093103704789595,43,6,12
2021-12-06,3,17.491108821891096,0,0,1.033686420371962,40,0,12
2021-12-07,3,17.06413589597559,1,0,0.2455987889103449,42,1,12
2021-12-08,3,9.42869075563886,0,0,0.6445302939439812,46,2,12
2021-12-09,3,8.41957050986391,1,0,-0.8408032713989475,50,3,12
2021-12-10,3,5.864870619654185,0,0,-1.1870880897134966,49,4,12
2021-12-11,3,8.343322672529743,0,0,0.4965621619466088,42,5,12
2021-12-12,3,18.24156276095656,0,0,0.6060995104905629,41,6,12
2021-12-13,3,13.521758093221814,0,0,0.7867802903890861,46,0,12
2021-12-14,3,16.498944474989905,0,0,0.2379479628498376,43,1,12
2021-12-15,3,16.727711921950565,0,0,-0.6277584368665269,43,2,12
2021-12-16,3,11.525653245730473,0,0,-0.3107200861873843,32,3,12
2021-12-17,3,7.708501476093621,0,0,0.2185699929802609,41,4,12
2021-12-18,3,15.449672228898022,0,0,0.6902380027964099,41,5,12
2021-12-19,3,11.025540671262071,0,0,2.1745483208839937,51,6,12
2021-12-20,3,18.290271685391467,0,0,-0.5802352982024049,40,0,12
2021-12-21,3,15.947680348369268,0,0,0.5034567904905141,34,1,12
2021-12-22,3,5.742933879083691,0,0,1.369877180713602,51,2,12
2021-12-23,3,8.209137855470566,0,0,-0.0742847416504099,48,3,12
2021-12-24,3,15.529231581496305,1,0,0.0787366500012006,47,4,12
2021-12-25,3,13.180140141044802,0,0,-0.7246130596784571,33,5,12
2021-12-26,3,6.757575279545449,0,0,0.2864956969804085,36,6,12
2021-12-27,3,5.8490298865317545,0,0,0.4201901091387391,38,0,12
2021-12-28,3,16.90886733698992,0,0,0.1929947453919128,40,1,12
2021-12-29,3,7.49698014692585,1,0,-1.2829127819248418,48,2,12
2021-12-30,3,16.466597657376845,0,0,1.309637817897182,46,3,12
2021-12-31,3,13.199729141292911,1,0,1.1746128584794355,51,4,12
2022-01-01,3,6.903709026695131,0,0,0.3064636360845938,50,5,1
2022-01-02,3,19.121467883270963,0,0,0.0414794574377053,39,6,1
2022-01-03,3,15.20296527743958,1,1,-0.2472753428705961,53,0,1
2022-01-04,3,18.277319972313457,1,0,-0.7815060246757496,39,1,1
2022-01-05,3,18.783268182002367,1,0,2.5728586044278705,44,2,1
2022-01-06,3,13.80348220902071,1,0,0.5726627035097508,45,3,1
2022-01-07,3,9.828458883185483,0,0,0.1687725316461689,46,4,1
2022-01-08,3,12.625094515933466,0,0,-2.5648852209940607,46,5,1
2022-01-09,3,17.716201433623436,0,0,-1.9247135132872812,46,6,1
2022-01-10,3,9.332254322356489,0,0,0.8679341909968612,51,0,1
2022-01-11,3,10.713596238990938,0,0,-0.2653418760040713,47,1,1
2022-01-12,3,19.127753078767874,1,0,0.1427458796670751,49,2,1
2022-01-13,3,18.68288431078065,0,0,-0.6988255929051892,43,3,1
2022-01-14,3,6.011926046832556,0,0,-1.4706205181151242,51,4,1
2022-01-15,3,13.528022079544035,0,0,-0.1503108581391837,40,5,1
2022-01-16,3,6.887465320029763,1,0,-0.2536229065548487,59,6,1
2022-01-17,3,19.6642548503672,1,0,0.4460814549153364,42,0,1
2022-01-18,3,10.55805649295568,0,0,1.045510829101329,45,1,1
2022-01-19,3,10.608842830313382,0,0,1.845009114389938,46,2,1
2022-01-20,3,18.99074536895536,0,0,1.3991220703090508,38,3,1
2022-01-21,3,16.076664846961624,0,0,1.6508170484603983,45,4,1
2022-01-22,3,10.255651423224636,0,0,-1.420028338946452,49,5,1
2022-01-23,3,17.640973295648916,0,0,0.5754437084666747,47,6,1
2022-01-24,3,11.79956664376477,0,0,-0.2039267185975967,39,0,1
2022-01-25,3,12.644307138575403,0,0,1.4364457503391137,47,1,1
2022-01-26,3,19.440458055867094,0,0,0.1357179445266888,44,2,1
2022-01-27,3,11.972395492417109,0,0,0.0884983201076223,27,3,1
2022-01-28,3,7.788106500382078,1,0,-1.573116192593538,50,4,1
2022-01-29,3,10.048156252248624,0,0,1.0425480274417542,51,5,1
2022-01-30,3,9.268032653978842,1,0,0.5065516279245028,41,6,1
2022-01-31,3,8.821864392496426,1,0,-0.7804337511670414,40,0,1
2022-02-01,3,18.605492073165827,0,0,0.793664106910872,39,1,2
2022-02-02,3,8.887514277790975,0,0,-0.0977057568167763,49,2,2
2022-02-03,3,18.290936339877376,0,0,-1.1459157838616845,45,3,2
2022-02-04,3,18.387679406999304,0,0,0.2113188111537797,39,4,2
2022-02-05,3,15.661370798953056,0,0,0.4904794764037226,39,5,2
2022-02-06,3,15.355630214550487,0,0,-0.2032649531622337,50,6,2
2022-02-07,3,8.98249519068191,0,0,0.7631934760315369,41,0,2
2022-02-08,3,8.128500737251043,0,0,-1.5296344659904524,42,1,2
2022-02-09,3,15.901449553845426,1,0,-1.647947653144685,40,2,2
2022-02-10,3,14.234649632391362,0,0,-0.2694761106269699,42,3,2
2022-02-11,3,17.046322154215865,0,1,-1.9588458999782676,51,4,2
2022-02-12,3,13.58200791722067,1,0,-1.1984542957227249,54,5,2
2022-02-13,3,14.29498329151678,1,0,-1.3300170726064655,47,6,2
2022-02-14,3,6.150245194156557,0,0,-0.1287179582288772,47,0,2
2022-02-15,3,15.391762197470529,0,1,-0.1588709463454527,37,1,2
2022-02-16,3,19.911088973100977,0,0,0.7219196747138945,40,2,2
2022-02-17,3,16.674939824380893,0,0,-1.408870229115074,44,3,2
2022-02-18,3,19.217284052737767,0,0,-1.0642012370002876,38,4,2
2022-02-19,3,18.044546273098867,0,0,0.4019955592727292,42,5,2
2022-02-20,3,19.407339297559854,0,0,-0.1447033598094411,39,6,2
2022-02-21,3,12.24783241383332,0,0,1.2953009500696913,47,0,2
2022-02-22,3,7.537777181533443,0,0,-2.8340617704305866,52,1,2
2022-02-23,3,6.313819497935432,0,0,-1.223779772016367,51,2,2
2022-02-24,3,10.402928135245151,0,0,1.1300558386471509,49,3,2
2022-02-25,3,19.5176892575768,0,0,0.7400733750967704,31,4,2
2022-02-26,3,16.627111594060697,0,0,-0.4243628956875444,45,5,2
2022-02-27,3,8.918567055817068,0,0,1.7672925206348955,54,6,2
2022-02-28,3,11.090235185826453,0,0,0.8714288859402877,48,0,2
2022-03-01,3,18.982312157485115,1,0,1.2964672642145905,45,1,3
2022-03-02,3,10.251524975904326,0,0,1.1185648681360991,39,2,3
2022-03-03,3,13.121988563834922,0,0,-0.594992572230859,37,3,3
2022-03-04,3,16.208635804200867,0,0,0.4876385382623281,46,4,3
2022-03-05,3,6.815848879264073,0,0,1.2700504246590545,47,5,3
2022-03-06,3,9.318614011659973,0,0,0.9108248788467904,49,6,3
2022-03-07,3,19.780886229752987,0,0,0.5738234385344217,28,0,3
2022-03-08,3,9.21114066944186,0,1,-0.9886765678314934,50,1,3
2022-03-09,3,11.258455392042071,0,1,0.3453184624695181,47,2,3
2022-03-10,3,10.414666599125486,0,0,-1.4822045916586095,42,3,3
2022-03-11,3,17.31743821649605,0,0,0.8009816843681494,40,4,3
2022-03-12,3,17.667011622914586,1,0,-1.487528293276462,46,5,3
2022-03-13,3,19.919225519098024,0,0,-0.8004749067335958,42,6,3
2022-03-14,3,7.595441035766449,1,0,0.5862354524168064,51,0,3
2022-03-15,3,18.36030061426101,0,0,1.7750860809891558,35,1,3
2022-03-16,3,16.57633037476466,0,0,0.0808514838105173,48,2,3
2022-03-17,3,16.163063880599562,1,0,-0.5473320661361196,42,3,3
2022-03-18,3,18.40712295953977,1,1,0.4751732491793344,51,4,3
2022-03-19,3,17.413520622931493,0,0,1.0815843535148169,32,5,3
2022-03-20,3,17.791490400959475,0,0,1.7935848683760145,39,6,3
2022-03-21,3,18.32986360373116,0,0,0.8014675306424484,42,0,3
2022-03-22,3,9.577098891006532,0,0,-2.035404452896392,47,1,3
2022-03-23,3,16.12139474455664,0,1,1.2090254066827504,52,2,3
2022-03-24,3,18.390423247363227,0,0,2.2388913924987386,40,3,3
2022-03-25,3,18.48871222228214,0,0,0.1449042795044949,38,4,3
2022-03-26,3,18.74590280755137,0,0,0.7163376222734437,35,5,3
2022-03-27,3,9.586294385284504,1,0,-1.7108848027555712,55,6,3
2022-03-28,3,18.16434438203997,0,0,-1.328616496475582,39,0,3
2022-03-29,3,14.178400552350976,0,0,0.5401137491473966,39,1,3
2022-03-30,3,19.793236256176133,0,0,-1.0503958343235074,37,2,3
2022-03-31,3,9.767919295465354,1,0,2.421197533396949,53,3,3
2022-04-01,3,17.958729797424684,0,0,0.8231694541131839,45,4,4
2022-04-02,3,12.113347571579007,0,0,-1.425739830054579,40,5,4
2022-04-03,3,7.306412785265779,0,0,0.7348355042394491,42,6,4
2022-04-04,3,5.003695170854756,0,0,1.9699288736801164,49,0,4
2022-04-05,3,19.17690186488342,0,0,-1.4673378493647244,31,1,4
2022-04-06,3,14.679204018391983,0,0,1.520286966394137,47,2,4
2022-04-07,3,8.551905101501138,0,0,-1.721404018180354,48,3,4
2022-04-08,3,18.724625518466688,0,0,0.1290941221905904,42,4,4
2022-04-09,3,17.417140655706646,1,0,0.2896473327870212,44,5,4
2022-04-10,3,5.132462323760807,0,0,-1.0786847845697816,54,6,4
2022-04-11,3,7.716599934694199,0,0,0.5018061451090302,39,0,4
2022-04-12,3,18.336033426458,0,0,0.5099829011803277,41,1,4
2022-04-13,3,16.696159965195022,0,0,0.969833271206018,27,2,4
2022-04-14,3,10.753801029168342,0,0,-0.201039416252803,45,3,4
2022-04-15,3,18.60624554591565,0,0,0.3378425551548432,36,4,4
2022-04-16,3,5.435827707745097,0,1,-0.7381190713236334,55,5,4
2022-04-17,3,14.079792360006527,0,0,-0.2181219652296802,56,6,4
2022-04-18,3,14.208779922573711,0,0,1.2083063547612765,48,0,4
2022-04-19,3,12.056207281499535,0,0,-0.6966200784261392,47,1,4
2022-04-20,3,16.937513295596634,0,0,-2.165186531428182,50,2,4
2022-04-21,3,6.411240791596908,0,0,-0.5746713407886795,49,3,4
2022-04-22,3,13.316911788688705,0,0,0.6331451118521106,38,4,4
2022-04-23,3,15.555435000041692,0,0,-1.2285885231458011,46,5,4
2022-04-24,3,9.139848021386346,0,0,0.9737096070695324,40,6,4
2022-04-25,3,15.714393534434604,0,0,0.9234322928752082,36,0,4
2022-04-26,3,5.26014082823055,1,0,0.7425961547008727,52,1,4
2022-04-27,3,8.131515140610215,0,0,-0.2963957225548264,47,2,4
2022-04-28,3,9.754190302319326,1,0,-0.8576588865644955,48,3,4
2022-04-29,3,9.98445784629156,1,0,0.6138849335573627,48,4,4
2022-04-30,3,8.533253018074895,1,0,0.536445052394744,54,5,4
2022-05-01,3,11.432616171887217,0,0,-1.057132902370561,39,6,5
2022-05-02,3,10.785301668784456,0,0,0.578603428923756,42,0,5
2022-05-03,3,10.03717547212936,0,0,1.2088048162918137,51,1,5
2022-05-04,3,19.373974850412964,0,0,-1.2544778807892585,33,2,5
2022-05-05,3,17.417192772365752,1,0,0.373846016316396,54,3,5
2022-05-06,3,18.87928511949581,1,0,-1.1026956617067385,39,4,5
2022-05-07,3,14.674524396352512,0,0,-0.7303808516247653,46,5,5
2022-05-08,3,7.948198012433415,0,0,-0.374429014154774,53,6,5
2022-05-09,3,5.973963790349116,0,0,-0.6353668362460848,52,0,5
2022-05-10,3,19.108847718800234,0,1,-0.400712661152296,39,1,5
2022-05-11,3,6.426533547295866,0,0,0.040683685176114,48,2,5
2022-05-12,3,17.91813980273664,0,0,-0.8332283258116076,47,3,5
2022-05-13,3,17.987454098731817,0,0,-1.435449221499848,41,4,5
2022-05-14,3,13.46562400271914,1,0,-0.828711331267971,43,5,5
2022-05-15,3,7.8544094490411345,0,0,1.3186056474001984,40,6,5
2022-05-16,3,6.36684126365195,0,0,-1.0602949145456115,47,0,5
2022-05-17,3,15.91034367889286,1,0,-1.3447089033336528,40,1,5
2022-05-18,3,13.094895782680409,1,0,-0.3829332013619665,41,2,5
2022-05-19,3,13.377892086222388,1,0,-1.3100308664558675,47,3,5
2022-05-20,3,11.84194910458966,0,0,0.8166457087508567,33,4,5
2022-05-21,3,13.765649531505591,0,0,-0.8593459539497038,42,5,5
2022-05-22,3,13.173156534403256,0,0,-0.059716652281037,44,6,5
2022-05-23,3,6.462390093880751,0,0,-0.2492528678040068,51,0,5
2022-05-24,3,9.192209569519171,0,0,-0.9859113215649308,56,1,5
2022-05-25,3,18.534981156491128,1,0,0.7975690841077869,31,2,5
2022-05-26,3,6.8457373054444615,0,0,-0.9301573212807184,53,3,5
2022-05-27,3,19.3676201396095,0,0,-0.3406093465856543,38,4,5
2022-05-28,3,6.421249025975044,0,0,-0.9884857904865516,51,5,5
2022-05-29,3,19.18588552632824,0,0,-0.5837266328770726,38,6,5
2022-05-30,3,14.484072855576038,0,0,-0.1840224318905541,40,0,5
2022-05-31,3,9.362673237270844,0,0,2.1326359579308294,44,1,5
2022-06-01,3,13.867966027489055,1,0,1.317891886685506,55,2,6
2022-06-02,3,18.47925010049002,0,0,-0.1367854583513563,31,3,6
2022-06-03,3,14.913818468837018,0,0,-0.3445495168915371,41,4,6
2022-06-04,3,11.706023569691087,0,0,-1.2579186999411287,43,5,6
2022-06-05,3,5.237839039434328,0,0,2.4030128117789284,48,6,6
2022-06-06,3,18.579108976347896,0,0,0.1971136622006394,34,0,6
2022-06-07,3,16.046956605068928,0,0,-1.3075103108666484,45,1,6
2022-06-08,3,13.047682983351171,0,0,-1.3800700239030863,40,2,6
2022-06-09,3,12.810209352585208,0,0,1.8637415039676304,45,3,6
2022-06-10,3,13.865437807549618,0,0,-0.150950121479911,37,4,6
2022-06-11,3,10.543823717270946,0,0,-1.8039326869423264,43,5,6
2022-06-12,3,6.704238669983274,0,0,-1.5477561627095553,44,6,6
2022-06-13,3,6.950779574963853,0,0,0.2679860876850381,41,0,6
2022-06-14,3,12.978133271240806,0,0,0.9803319232320024,44,1,6
2022-06-15,3,16.00926691644168,0,0,-0.6945724195307507,47,2,6
2022-06-16,3,5.0409348222666335,0,0,0.0668421677057799,53,3,6
2022-06-17,3,11.806473351684382,0,0,0.1658398963886245,39,4,6
2022-06-18,3,6.521032989853346,1,0,0.2354705016450149,48,5,6
2022-06-19,3,7.026557524836246,0,0,0.4856344457322974,38,6,6
2022-06-20,3,6.849687756578296,0,0,-2.202314456204722,48,0,6
2022-06-21,3,19.70577143621133,0,0,-0.4627845027461073,37,1,6
2022-06-22,3,19.25670378328376,1,0,1.7801252050750351,42,2,6
2022-06-23,3,8.169529179676125,0,0,-0.7914043744655349,46,3,6
2022-06-24,3,12.222301494929752,0,0,-1.4446492018293708,49,4,6
2022-06-25,3,15.68216706213208,0,0,-1.376656198299748,38,5,6
2022-06-26,3,16.582292896156467,0,0,-0.0207837070455253,47,6,6
2022-06-27,3,17.400648023975116,0,0,1.0407356769372365,42,0,6
2022-06-28,3,8.72509513665618,0,0,-0.1847231364574326,49,1,6
2022-06-29,3,17.886399457084018,1,0,-0.1210593135826988,34,2,6
2022-06-30,3,14.599987867972356,0,0,0.0372290408072716,52,3,6
2022-07-01,3,15.275069987654907,0,0,1.298976165965949,32,4,7
2022-07-02,3,17.042940873137933,0,0,-0.9112139343666054,43,5,7
2022-07-03,3,11.627728072493069,0,0,0.5214715832385954,36,6,7
2022-07-04,3,8.245178356812126,1,0,0.8075170709116811,46,0,7
2022-07-05,3,9.332723391327338,0,0,-1.3246460970664051,48,1,7
2022-07-06,3,8.468220528762979,0,0,-0.2549788768169618,44,2,7
2022-07-07,3,13.960199875604058,1,0,-0.9623243082740178,37,3,7
2022-07-08,3,5.465524847614928,0,0,-0.3477752264829643,50,4,7
2022-07-09,3,9.462757417501848,0,0,0.3813545326475532,47,5,7
2022-07-10,3,12.347773798070673,0,0,0.082922986869262,48,6,7
2022-07-11,3,15.148341262728676,0,0,-1.227088785296115,49,0,7
2022-07-12,3,9.230077669349717,0,0,1.3735241120335235,52,1,7
2022-07-13,3,5.053022941467382,0,0,-0.7813821128456417,54,2,7
2022-07-14,3,11.276983186465948,0,0,-0.2966935783864322,46,3,7
2022-07-15,3,19.243095625622068,0,0,0.8634362656063562,46,4,7
2022-07-16,3,8.827846120223368,1,0,0.3799601208248424,46,5,7
2022-07-17,3,17.312717762225805,0,0,-0.884287939186014,41,6,7
2022-07-18,3,11.389282316599692,1,0,-0.5751933147959296,46,0,7
2022-07-19,3,5.295017687468711,0,0,-0.6630596844727548,36,1,7
2022-07-20,3,5.310004908134712,0,0,-0.4063084608868874,44,2,7
2022-07-21,3,5.605437950457921,0,0,0.1850708221314982,42,3,7
2022-07-22,3,11.770155089457027,0,0,-2.292545943179148,49,4,7
2022-07-23,3,18.874913724793224,1,0,-0.2585801796000351,25,5,7
2022-07-24,3,13.251900642754384,0,0,-0.1589613638540525,45,6,7
2022-07-25,3,12.445960128120213,0,0,0.0203633486694602,44,0,7
2022-07-26,3,18.97222625702508,1,0,-0.2029958584550635,42,1,7
2022-07-27,3,16.852026559355743,0,0,-0.6118839486366695,43,2,7
2022-07-28,3,12.824150915170756,1,0,0.0657979309120667,47,3,7
2022-07-29,3,9.203588186792215,0,0,0.8448005872670232,50,4,7
2022-07-30,3,19.01184286834817,1,0,-1.4953906055616613,41,5,7
2022-07-31,3,5.429722159023999,0,0,0.4830376168697462,46,6,7
2022-08-01,3,5.730195129339313,0,0,-0.0591175382102204,48,0,8
2022-08-02,3,14.265840551744564,1,0,1.4291084650571677,48,1,8
2022-08-03,3,18.663086584770262,0,0,0.4869787113669123,36,2,8
2022-08-04,3,15.947637266319262,1,0,0.9305802898443828,47,3,8
2022-08-05,3,12.818547049347046,1,0,1.6360882368879557,51,4,8
2022-08-06,3,12.44204933770196,1,0,0.4513275925183951,41,5,8
2022-08-07,3,13.844736690805258,0,0,-1.497405743677319,46,6,8
2022-08-08,3,16.557854301283847,1,0,-0.078889004343094,49,0,8
2022-08-09,3,12.489803269605387,0,1,-1.9831308125019096,49,1,8
2022-08-10,3,12.691819893734875,1,0,-0.6656908548775224,49,2,8
2022-08-11,3,11.045616959124915,0,0,-0.9836988418404932,46,3,8
2022-08-12,3,13.315280455033289,0,0,0.0038883736556274,40,4,8
2022-08-13,3,7.629265190165295,0,0,0.0776687430557198,47,5,8
2022-08-14,3,6.204962742159246,0,0,-1.1192511304783683,47,6,8
2022-08-15,3,10.702226634418436,0,0,0.732060673891821,49,0,8
2022-08-16,3,17.986134271144408,1,0,0.4925213494224126,40,1,8
2022-08-17,3,9.129436242864523,0,0,-0.6781564110141658,50,2,8
2022-08-18,3,17.43473128461996,1,0,1.1834463059011238,40,3,8
2022-08-19,3,5.528123224464342,0,0,0.1829662321621075,46,4,8
2022-08-20,3,11.667298601455396,0,0,0.7022233727364737,41,5,8
2022-08-21,3,11.767626867033671,0,0,-0.998703568249442,43,6,8
2022-08-22,3,19.36971451125268,0,1,0.71105253223044,42,0,8
2022-08-23,3,17.194604425289366,1,0,0.3714994130178985,48,1,8
2022-08-24,3,7.700017182068356,1,0,-0.980494182656709,48,2,8
2022-08-25,3,13.216984409413062,0,0,-0.5475602098103948,39,3,8
2022-08-26,3,8.599863947623586,0,0,-0.6199769893048629,41,4,8
2022-08-27,3,16.624308398794973,1,1,-1.9608318201058863,43,5,8
2022-08-28,3,15.458567437562298,0,0,0.0429469665630199,34,6,8
2022-08-29,3,14.33586798784601,0,0,0.4104791238061241,36,0,8
2022-08-30,3,6.434556358585381,0,0,0.1162947844976211,51,1,8
2022-08-31,3,12.13496321540269,0,0,-0.0619029785958295,40,2,8
2022-09-01,3,12.814672346216446,0,0,-0.3794752156054439,41,3,9
2022-09-02,3,5.107809609421397,1,0,0.1198725409162892,54,4,9
2022-09-03,3,5.84890861983031,0,0,0.877284280098296,45,5,9
2022-09-04,3,14.712852474969193,0,0,1.0718550379776188,45,6,9
2022-09-05,3,13.460126001724507,0,0,-1.8282099163732115,43,0,9
2022-09-06,3,11.591383856391918,0,0,-1.5336285616372902,42,1,9
2022-09-07,3,10.355611834242568,0,0,-2.344744728679831,46,2,9
2022-09-08,3,11.319457422964618,0,0,-0.6447347819930194,48,3,9
2022-09-09,3,19.41029462645849,0,0,0.4107300207986642,44,4,9
2022-09-10,3,12.795510719921449,0,0,0.2520767301456491,52,5,9
